#VAD segments of Expresso long files (longform and conversational). Format: "{filename/channel}\t{vad segments}"
#MODEL: pyannote/voice-activity-detection
#HYPER_PARAMETERS: {'onset': 0.2, 'offset': 0.2, 'min_duration_on': 0.0, 'min_duration_off': 0.0}
ex01-ex02_default_008/channel1	(3.09, 9.46) (17.86, 22.61) (23.51, 26.25) (36.89, 44.41) (55.44, 61.76) (61.92, 63.36) (77.05, 85.16) (85.24, 85.77) (86.77, 88.59) (107.67, 117.67) (128.84, 134.61) (135.07, 136.94) (148.6, 157.88) (160.27, 162.06) (173.48, 185.44) (199.31, 216.82) (231.19, 238.81) (241.4, 243.45) (263.47, 266.86) (271.32, 280.12) (280.62, 282.38) (295.1, 305.97) (319.4, 325.11) (325.2, 327.14) (344.34, 362.45) (365.18, 375.36) (377.19, 379.68) (398.93, 407.22) (421.14, 425.18) (425.41, 427.14) (441.15, 449.02) (449.94, 451.93) (463.81, 471.86) (472.6, 474.49) (486.39, 496.43) (497.65, 499.63) (514.37, 530.5) (530.84, 531.32) (532.31, 533.97) (543.92, 551.15) (553.18, 555.32) (569.64, 574.42) (574.56, 576.51) (591.86, 598.18) (599.64, 601.34) (612.23, 620.91) (621.27, 623.22) (637.07, 645.04) (663.56, 674.3) (682.66, 692.92) (704.74, 712.53) (720.63, 729.03) (743.08, 753.62) (754.35, 755.96) (767.75, 777.02) (784.08, 790.71) (792.32, 793.98) (807.17, 822.26) (823.59, 825.89) (838.51, 847.29) (856.54, 865.85) (873.49, 885.66) (893.23, 907.16) (917.38, 923.23) (933.51, 944.79) (951.96, 958.63) (969.89, 979.89) (989.91, 1001.21) (1010.58, 1022.15) (1023.94, 1026.18) (1037.65, 1043.55) (1053.97, 1063.12) (1064.88, 1065.94) (1074.18, 1080.18) (1081.94, 1083.24) (1102.58, 1113.02) (1127.73, 1132.55) (1141.04, 1147.31) (1157.12, 1162.99)
ex01-ex02_default_008/channel2	(0.0, 2.27) (9.71, 13.36) (15.6, 17.38) (26.19, 31.62) (34.56, 36.33) (46.17, 49.95) (51.74, 54.11) (63.57, 72.34) (74.79, 76.59) (91.01, 95.41) (98.17, 102.8) (104.43, 106.71) (117.37, 125.34) (126.79, 128.7) (137.01, 144.41) (146.44, 148.72) (162.05, 169.51) (170.96, 173.15) (185.85, 195.02) (196.8, 199.1) (218.53, 226.9) (227.92, 229.61) (243.61, 250.78) (252.0, 263.63) (266.68, 268.48) (268.84, 271.18) (282.95, 294.57) (306.88, 315.69) (317.22, 319.04) (328.12, 333.97) (335.44, 339.62) (341.33, 343.22) (362.61, 365.0) (380.05, 393.89) (396.03, 398.15) (408.34, 416.08) (417.44, 417.87) (418.49, 420.44) (427.75, 440.97) (452.46, 457.97) (459.26, 463.38) (474.53, 483.62) (484.2, 486.35) (499.79, 510.01) (511.89, 514.21) (534.11, 539.88) (541.69, 543.68) (556.68, 565.31) (566.82, 569.33) (576.67, 588.07) (589.5, 591.57) (602.34, 609.71) (610.81, 612.74) (623.89, 632.44) (634.27, 636.15) (646.01, 656.55) (658.31, 663.37) (673.99, 679.52) (680.49, 682.57) (694.43, 701.39) (702.37, 704.49) (712.57, 717.45) (718.09, 720.51) (728.95, 739.76) (740.85, 742.78) (756.17, 763.37) (765.0, 766.91) (777.49, 783.6) (793.92, 806.96) (825.7, 837.99) (847.67, 853.8) (854.08, 856.25) (866.13, 870.44) (871.26, 873.48) (885.86, 889.8) (890.65, 892.75) (907.59, 914.45) (915.25, 916.46) (923.0, 930.03) (931.28, 932.54) (944.24, 949.5) (950.03, 951.43) (958.71, 969.25) (980.59, 987.23) (988.1, 989.28) (1001.38, 1009.98) (1026.32, 1035.67) (1036.42, 1037.47) (1045.54, 1050.63) (1052.01, 1053.4) (1066.49, 1070.88) (1072.06, 1073.06) (1083.63, 1095.66) (1097.57, 1099.2) (1100.54, 1101.93) (1113.43, 1124.75) (1125.53, 1126.61) (1132.82, 1139.28) (1140.03, 1141.29) (1147.4, 1156.44) (1162.83, 1162.95)
ex01-ex02_default_009/channel1	(0.0, 1.03) (9.71, 12.74) (12.9, 14.71) (19.14, 25.41) (26.02, 27.52) (31.68, 38.02) (38.85, 40.4) (48.84, 54.06) (54.39, 56.21) (64.69, 70.01) (71.18, 72.53) (80.87, 85.28) (85.98, 87.51) (93.54, 102.17) (112.36, 114.31) (114.67, 116.05) (121.1, 128.99) (129.52, 130.96) (139.07, 144.29) (150.6, 157.61) (166.93, 173.15) (180.46, 183.53) (183.77, 184.98) (197.71, 202.04) (213.27, 217.11) (218.38, 219.57) (232.88, 239.54) (245.15, 249.92) (258.14, 265.83) (279.94, 286.52) (293.46, 296.61) (297.0, 298.25) (314.87, 322.56) (330.85, 336.3) (348.79, 354.41) (355.46, 357.43) (366.73, 375.85) (383.57, 391.9) (400.75, 404.36) (413.53, 420.66) (430.03, 435.25) (443.16, 447.57)
ex01-ex02_default_009/channel2	(1.08, 7.27) (8.27, 9.78) (14.84, 19.01) (27.41, 30.08) (30.58, 31.55) (40.49, 46.01) (47.25, 48.63) (55.99, 61.42) (63.0, 64.27) (72.58, 77.86) (79.1, 80.07) (87.28, 91.14) (91.75, 92.94) (102.05, 109.94) (110.45, 111.61) (116.39, 120.23) (130.94, 136.75) (137.6, 138.39) (144.32, 148.53) (149.21, 150.45) (159.3, 163.16) (164.38, 165.66) (173.36, 178.13) (178.39, 179.77) (184.92, 193.45) (193.59, 195.17) (204.55, 212.81) (223.09, 232.57) (239.95, 242.64) (243.51, 244.53) (250.18, 257.68) (270.73, 279.63) (286.69, 290.85) (291.69, 292.95) (298.96, 305.67) (306.98, 313.69) (323.35, 330.48) (336.41, 346.9) (358.26, 367.25) (376.13, 383.01) (392.14, 398.47) (404.55, 413.32) (420.55, 427.02) (427.73, 429.9) (435.13, 442.75)
ex01-ex02_default_010/channel1	(0.0, 1.16) (3.67, 8.86) (14.14, 17.92) (31.63, 35.6) (39.05, 40.94) (75.43, 78.06) (94.52, 97.92) (109.47, 112.5) (113.76, 117.43) (122.4, 127.28) (135.32, 137.68) (146.88, 148.41) (158.53, 163.97) (180.92, 185.4) (189.02, 194.26) (196.68, 203.17) (208.83, 208.94)
ex01-ex02_default_010/channel2	(2.03, 2.9) (9.23, 14.19) (17.65, 31.45) (35.19, 38.59) (41.47, 63.58) (64.79, 75.14) (78.05, 93.7) (98.23, 109.16) (112.66, 113.77) (117.18, 121.95) (127.46, 135.96) (137.42, 146.45) (147.98, 149.86) (151.0, 159.65) (163.42, 180.31) (185.0, 188.63) (193.24, 196.91) (203.25, 209.06)
ex01-ex02_default_011/channel1	(0.0, 1.04) (3.58, 16.87) (20.35, 22.2) (31.54, 35.57) (51.22, 53.79) (59.18, 62.96) (72.79, 74.47) (103.46, 107.19) (108.81, 111.91) (121.0, 126.63) (148.0, 149.39) (175.37, 176.95) (177.88, 180.19) (209.73, 212.0) (254.7, 258.27) (264.55, 268.46) (308.46, 311.14) (350.51, 354.89) (362.41, 365.05) (368.76, 373.1) (446.25, 447.79) (461.26, 467.23) (471.25, 474.39)
ex01-ex02_default_011/channel2	(2.13, 3.25) (16.41, 20.47) (21.82, 32.21) (34.48, 72.61) (74.17, 104.28) (106.74, 108.59) (111.4, 123.81) (126.19, 148.21) (149.36, 233.61) (234.82, 265.54) (268.01, 308.81) (310.59, 350.86) (354.23, 362.99) (364.4, 369.83) (372.99, 462.02) (466.95, 471.28)
ex01-ex02_default_012/channel1	(1.59, 4.92) (11.53, 13.87) (15.56, 20.77) (25.18, 36.18) (38.21, 47.25) (52.4, 102.6) (104.11, 183.46) (188.41, 195.19)
ex01-ex02_default_012/channel2	(0.0, 1.46) (4.95, 16.42) (21.72, 24.94) (35.47, 38.64) (45.68, 53.68) (58.66, 59.99) (102.28, 104.15) (183.0, 184.27) (184.8, 187.97) (194.83, 194.95)
ex01-ex02_enunciated_001/channel1	(22.33, 26.41) (28.27, 33.75) (38.55, 53.42) (72.95, 76.63) (85.17, 86.97) (88.72, 94.33) (110.2, 115.79) (118.2, 119.05) (120.46, 121.72) (124.84, 133.24) (141.43, 143.38) (144.93, 145.49) (165.02, 170.38) (179.3, 180.51) (187.27, 192.79) (200.92, 203.83) (206.01, 211.95) (213.15, 225.06) (230.67, 232.91) (237.54, 238.09) (242.62, 245.36) (249.31, 253.32) (260.32, 261.9) (263.93, 264.93) (274.12, 275.9) (277.53, 279.24) (283.22, 286.64) (289.17, 293.13) (313.51, 317.69) (320.71, 321.95) (323.85, 330.92) (348.47, 352.33) (411.72, 426.28) (431.45, 446.93) (455.7, 459.38) (462.61, 468.24) (470.38, 474.12) (477.01, 480.8) (484.38, 485.42) (488.74, 490.82) (491.44, 493.19) (497.78, 502.7)
ex01-ex02_enunciated_001/channel2	(0.0, 21.56) (26.35, 28.65) (33.67, 35.72) (36.99, 38.35) (52.13, 71.95) (76.5, 85.0) (87.38, 88.4) (97.51, 108.06) (115.33, 116.87) (121.76, 124.92) (132.96, 140.85) (143.41, 144.58) (146.53, 148.28) (149.28, 150.61) (154.26, 156.71) (158.53, 159.82) (160.97, 162.87) (164.89, 166.77) (170.17, 178.37) (181.27, 187.01) (190.81, 197.47) (205.51, 206.09) (215.18, 216.05) (227.36, 229.87) (232.71, 234.96) (238.92, 241.85) (245.53, 248.77) (254.01, 259.16) (261.57, 262.61) (265.36, 272.9) (275.54, 276.32) (278.8, 282.7) (285.97, 288.88) (291.2, 291.95) (293.44, 296.22) (297.0, 311.85) (317.54, 318.38) (323.06, 324.82) (331.63, 343.52) (345.1, 348.35) (353.74, 411.24) (425.93, 429.92) (447.06, 455.5) (459.48, 463.3) (466.51, 469.31) (480.6, 483.72) (485.41, 487.48) (493.33, 497.24)
ex01-ex02_fast_001/channel1	(0.0, 2.76) (3.92, 12.57) (15.55, 19.25) (26.21, 27.54) (32.72, 33.16) (34.41, 35.69) (38.12, 38.86) (46.88, 47.21) (66.1, 73.61) (93.44, 97.52) (98.84, 100.5) (103.33, 116.43) (118.96, 122.98)
ex01-ex02_fast_001/channel2	(2.38, 3.57) (11.56, 16.16) (18.28, 37.64) (38.73, 66.43) (72.48, 93.1) (97.32, 98.87) (100.76, 103.36) (106.86, 109.75) (112.05, 114.34) (115.56, 118.75)
ex01-ex02_fast_002/channel1	(1.34, 2.12) (8.51, 11.12) (14.52, 16.16) (32.03, 38.02) (39.22, 100.12) (102.79, 141.32) (149.45, 153.31) (155.03, 160.02) (162.14, 162.59) (163.93, 165.27)
ex01-ex02_fast_002/channel2	(0.0, 1.75) (1.81, 31.77) (36.88, 40.31) (50.17, 50.76) (99.03, 102.36) (141.28, 149.09) (153.3, 154.1) (159.52, 162.27) (162.58, 164.26) (164.43, 165.27)
ex01-ex02_fast_003/channel1	(0.85, 1.45) (4.54, 10.44) (10.89, 15.42) (20.35, 82.09) (84.33, 88.84) (89.95, 95.26) (98.59, 122.61) (126.21, 131.49) (136.25, 138.57) (139.68, 143.64) (145.09, 153.71) (158.81, 165.46) (175.45, 186.33) (189.12, 199.73) (201.2, 207.0) (216.12, 227.1) (230.25, 236.08) (238.03, 247.35) (252.62, 257.54) (260.71, 265.59) (267.89, 275.14) (275.74, 278.77) (285.01, 288.41) (288.9, 293.42) (296.92, 299.9) (303.28, 313.4) (315.21, 335.71) (342.89, 352.92) (353.5, 365.93) (369.45, 371.53) (376.18, 401.57) (401.85, 403.97) (469.65, 470.78) (474.55, 477.81)
ex01-ex02_fast_003/channel2	(0.0, 5.53) (8.22, 9.92) (13.3, 20.6) (27.32, 28.77) (50.86, 51.57) (52.7, 55.04) (64.28, 65.59) (69.53, 71.88) (80.23, 83.8) (88.48, 89.87) (93.37, 98.28) (118.33, 119.64) (122.68, 126.68) (130.46, 135.99) (138.34, 140.13) (142.66, 144.8) (152.82, 158.52) (163.39, 175.56) (179.49, 181.0) (184.65, 189.27) (195.74, 196.88) (199.31, 201.84) (206.86, 215.9) (224.05, 225.63) (227.51, 230.53) (236.14, 238.22) (244.56, 254.76) (256.55, 262.91) (266.16, 268.04) (272.86, 274.45) (274.86, 276.95) (279.12, 286.5) (294.17, 297.06) (299.35, 303.53) (306.45, 308.17) (312.6, 315.37) (324.14, 325.6) (335.88, 343.3) (352.57, 353.73) (364.72, 378.05) (401.44, 401.82) (408.04, 435.66) (436.48, 476.11)
ex01-ex02_fast_004/channel1	(0.0, 1.08) (3.24, 4.18) (5.64, 10.22) (19.83, 21.09) (23.68, 38.83) (41.26, 54.08) (55.27, 56.43) (64.53, 77.59) (80.89, 82.72) (84.73, 86.58) (111.88, 128.35) (131.29, 132.58) (135.14, 138.35) (141.28, 148.8) (149.67, 175.99) (188.41, 208.64) (210.18, 212.12) (234.46, 238.85) (244.34, 267.58) (297.17, 302.38) (303.91, 309.8) (331.78, 342.91) (351.76, 356.82) (362.61, 366.59)
ex01-ex02_fast_004/channel2	(1.76, 5.95) (9.57, 15.49) (15.98, 20.16) (21.77, 23.64) (38.19, 41.68) (45.58, 47.08) (50.12, 52.48) (54.46, 55.65) (56.3, 64.46) (73.16, 74.26) (77.73, 82.28) (82.61, 84.71) (85.56, 111.98) (128.39, 130.81) (132.54, 134.79) (138.68, 140.41) (148.71, 149.51) (168.55, 171.04) (174.27, 189.6) (190.25, 191.24) (207.92, 210.68) (211.87, 234.17) (238.24, 245.27) (253.09, 254.18) (263.61, 265.78) (267.62, 297.23) (302.45, 303.8) (306.27, 330.85) (339.9, 351.71) (356.74, 362.08) (363.91, 366.03)
ex01-ex02_fast_005/channel1	(0.0, 27.59) (29.45, 59.04) (79.99, 85.38) (91.28, 104.39) (104.9, 109.03) (114.7, 143.32) (146.36, 166.84) (169.72, 190.62) (192.33, 194.9) (196.34, 242.17) (243.68, 254.27) (304.36, 306.72) (320.39, 321.4)
ex01-ex02_fast_005/channel2	(10.52, 11.12) (27.59, 29.09) (74.93, 80.37) (84.58, 91.81) (103.38, 105.77) (113.27, 114.54) (136.86, 137.95) (142.72, 147.23) (147.52, 147.82) (166.86, 170.25) (172.74, 174.32) (190.18, 192.39) (194.57, 198.73) (242.46, 243.94) (253.23, 304.64) (306.54, 320.59) (321.37, 321.4)
ex01-ex02_fast_006/channel1	(3.55, 9.06) (14.77, 15.64) (24.57, 33.8) (41.21, 42.29) (52.11, 53.46) (70.81, 72.2) (83.65, 85.84) (90.08, 91.46) (162.9, 172.29) (173.82, 195.05) (214.5, 218.07) (246.53, 248.45) (249.08, 263.33) (276.67, 288.19)
ex01-ex02_fast_006/channel2	(0.0, 3.62) (5.88, 14.41) (15.46, 25.38) (27.86, 29.65) (30.13, 71.21) (72.48, 84.32) (84.46, 90.77) (91.16, 102.34) (102.49, 163.01) (172.38, 173.71) (194.94, 216.84) (217.32, 248.95) (262.24, 276.41) (285.76, 288.19)
ex01-ex02_fast_007/channel1	(1.98, 2.56) (7.82, 11.07) (16.14, 18.59) (20.15, 35.25) (45.4, 58.57) (61.73, 64.76) (66.12, 68.81) (90.37, 97.1) (98.94, 99.8) (101.96, 107.47) (109.44, 112.35) (132.47, 141.29) (142.45, 143.33) (146.11, 149.58) (150.6, 152.78) (153.67, 157.51) (159.02, 160.87) (164.82, 171.18) (175.01, 179.12) (181.06, 182.16) (184.84, 186.89) (188.41, 193.86) (196.48, 198.04) (203.84, 206.36) (214.11, 216.49) (219.56, 222.39)
ex01-ex02_fast_007/channel2	(0.0, 1.4) (2.84, 9.41) (11.04, 15.88) (18.25, 19.99) (29.77, 31.69) (32.66, 45.54) (58.41, 61.57) (64.65, 66.52) (68.38, 91.56) (97.24, 98.68) (99.84, 101.25) (106.48, 130.93) (130.97, 133.07) (137.92, 139.65) (141.38, 146.49) (147.34, 150.93) (152.2, 155.16) (157.31, 159.72) (160.5, 162.0) (162.56, 164.9) (171.55, 175.13) (178.42, 180.31) (182.22, 185.03) (187.11, 188.86) (189.26, 191.29) (191.55, 221.95)
ex01-ex02_fast_008/channel1	(0.0, 1.31) (3.6, 6.59) (7.31, 11.0) (13.99, 19.01) (22.87, 30.14) (32.4, 43.69) (47.69, 55.43) (61.09, 67.6) (69.58, 80.71) (86.22, 110.85) (111.34, 115.57) (121.3, 126.51) (128.05, 154.23) (157.35, 162.05) (162.85, 173.81) (188.63, 193.59) (201.17, 211.66) (216.21, 217.5) (218.3, 224.03) (225.47, 229.51) (229.57, 230.44) (231.92, 241.61) (242.97, 245.27) (246.55, 250.25) (252.28, 253.07)
ex01-ex02_fast_008/channel2	(1.51, 3.3) (6.31, 7.2) (9.74, 14.27) (19.85, 22.39) (26.6, 27.42) (30.19, 32.4) (42.28, 49.12) (54.37, 62.01) (65.71, 70.11) (80.41, 81.91) (82.51, 86.31) (91.01, 94.82) (112.39, 117.14) (119.23, 124.01) (124.49, 128.25) (131.41, 134.25) (153.95, 159.8) (161.87, 162.72) (167.59, 168.98) (171.52, 190.5) (193.21, 199.04) (199.85, 200.81) (210.82, 218.81) (221.34, 224.55) (229.2, 229.6) (230.23, 231.3) (241.37, 242.83) (244.67, 245.83) (250.53, 251.5)
ex01-ex02_fast_009/channel1	(0.0, 1.43) (15.11, 18.32) (55.93, 66.06) (88.66, 89.54) (103.82, 107.14) (110.11, 118.16) (143.22, 154.08) (160.03, 161.56) (162.95, 173.69) (175.28, 176.81) (178.76, 183.19) (183.64, 184.86) (186.32, 203.12) (209.95, 221.73) (222.8, 227.2) (227.55, 228.8) (229.5, 232.82)
ex01-ex02_fast_009/channel2	(0.49, 0.55) (0.88, 14.78) (18.14, 55.95) (63.28, 103.41) (106.13, 110.0) (116.73, 143.01) (148.91, 149.54) (157.73, 159.48) (161.68, 162.28) (167.59, 171.11) (177.01, 177.89) (182.88, 184.09) (191.59, 192.98) (193.95, 194.51) (203.57, 209.77) (221.77, 223.34)
ex01-ex02_fast_010/channel1	(2.65, 10.24) (12.36, 20.16) (23.61, 34.3) (40.4, 45.36) (46.51, 56.68) (61.19, 68.61) (69.87, 76.91) (78.96, 79.92) (83.37, 89.47) (90.42, 102.82) (104.68, 117.55) (117.71, 121.85) (125.2, 130.09) (135.36, 137.26) (139.49, 139.79) (142.61, 146.32) (152.52, 159.82) (160.06, 164.17) (165.04, 179.26) (191.03, 201.96) (202.05, 202.21) (208.07, 213.35) (215.62, 217.97) (221.81, 222.65) (226.33, 235.2)
ex01-ex02_fast_010/channel2	(0.0, 3.91) (10.04, 13.31) (20.14, 22.46) (34.56, 40.21) (43.71, 49.02) (55.81, 61.19) (68.58, 69.59) (74.76, 78.09) (79.82, 82.8) (89.27, 89.81) (103.01, 104.52) (107.95, 109.45) (116.73, 118.41) (121.71, 124.7) (127.81, 128.38) (129.59, 134.9) (137.59, 139.03) (141.01, 141.71) (144.89, 147.79) (156.86, 161.02) (162.34, 165.35) (179.2, 193.32) (196.34, 198.02) (201.93, 207.56) (212.19, 216.52) (217.89, 221.62) (222.94, 225.8) (234.84, 234.95)
ex01-ex02_fast_011/channel1	(0.0, 2.65) (4.81, 8.72) (14.5, 24.21) (25.84, 32.53) (35.56, 39.38) (42.8, 50.01) (54.51, 68.36) (70.41, 77.28) (81.07, 83.36) (86.05, 94.68) (104.54, 112.76) (122.43, 130.85) (133.77, 137.75) (144.39, 158.87) (162.07, 165.68)
ex01-ex02_fast_011/channel2	(2.59, 4.77) (8.59, 14.58) (19.92, 23.64) (23.8, 27.49) (32.84, 35.43) (39.44, 42.37) (48.99, 54.87) (64.2, 66.37) (68.3, 70.77) (77.38, 80.93) (84.18, 85.97) (89.02, 93.72) (94.32, 106.24) (112.49, 122.48) (125.06, 127.81) (129.55, 135.06) (141.2, 146.08) (147.46, 151.75) (153.43, 155.21) (159.15, 159.57)
ex01-ex02_projected_001/channel1	(2.1, 5.63) (9.89, 10.98) (12.36, 15.25) (16.68, 25.88) (26.48, 36.02) (36.98, 45.46) (45.89, 67.56) (67.81, 70.23) (73.56, 74.45) (77.49, 78.09) (81.64, 90.67) (91.79, 96.94) (98.79, 109.23) (110.01, 110.75) (111.68, 113.11)
ex01-ex02_projected_001/channel2	(0.0, 1.58) (5.52, 11.96) (14.25, 16.47) (18.77, 19.55) (25.62, 26.37) (35.85, 36.99) (53.45, 54.5) (70.51, 73.32) (75.23, 77.67) (78.1, 81.57) (87.48, 88.66) (90.27, 91.73) (96.6, 99.04) (108.93, 109.62) (110.74, 111.57) (113.42, 114.83)
ex01-ex02_projected_002/channel1	(0.0, 5.72) (8.39, 13.29) (15.43, 18.07) (21.4, 22.93) (24.47, 26.9) (30.75, 32.48) (34.78, 35.62) (36.52, 44.51) (46.58, 47.26) (49.6, 50.2) (53.65, 55.11) (58.66, 62.0) (68.09, 69.13) (75.35, 77.03) (81.44, 84.95) (87.16, 87.88) (93.59, 95.66) (96.98, 99.34) (101.15, 102.12) (107.18, 108.05) (114.37, 123.57) (130.28, 133.87) (140.23, 148.16) (155.03, 159.55) (161.99, 163.84) (206.05, 210.33) (219.83, 221.77) (223.41, 226.51) (237.05, 239.25) (245.13, 247.69) (258.06, 269.61)
ex01-ex02_projected_002/channel2	(4.49, 9.77) (12.93, 15.25) (17.82, 21.04) (22.46, 25.07) (26.41, 30.14) (33.15, 34.12) (35.58, 36.26) (38.8, 41.15) (43.09, 44.97) (45.5, 48.19) (50.29, 53.73) (55.54, 60.27) (62.34, 67.09) (69.63, 75.51) (76.95, 80.09) (84.83, 87.34) (88.06, 93.72) (95.62, 96.27) (99.09, 100.66) (102.2, 106.66) (108.22, 113.62) (123.9, 130.39) (133.43, 139.91) (147.98, 149.17) (149.47, 154.59) (157.51, 161.47) (163.57, 204.77) (211.28, 219.79) (221.17, 223.67) (226.16, 237.09) (239.11, 244.97) (247.48, 258.79) (260.05, 261.34) (263.73, 266.66) (269.13, 272.04) (272.84, 273.81)
ex01-ex02_projected_003/channel1	(0.0, 6.22) (8.74, 17.04) (18.25, 21.38) (29.77, 34.07) (34.29, 35.6) (36.54, 41.91) (42.97, 44.56) (46.19, 50.98) (55.64, 60.53) (64.6, 71.85) (75.16, 78.53) (80.67, 86.19) (87.4, 90.41) (91.79, 93.15) (100.46, 107.95) (108.66, 114.88) (115.34, 117.77) (119.21, 119.88) (122.06, 125.7) (127.39, 129.71) (132.05, 142.2) (148.67, 152.51) (156.74, 164.38) (167.96, 174.65) (180.58, 184.09) (186.39, 191.78) (193.71, 196.83) (200.12, 219.05) (221.34, 223.62) (228.14, 232.06) (236.05, 239.23) (242.31, 243.55) (244.96, 247.13) (247.81, 249.24) (253.43, 255.79) (260.67, 266.52) (268.64, 271.73) (272.89, 285.37) (289.7, 291.85) (295.38, 302.24) (314.57, 317.85) (318.76, 322.6) (323.83, 328.3) (329.77, 330.92) (331.55, 332.38) (333.82, 335.99) (338.52, 343.55) (346.18, 354.14) (358.16, 360.21) (362.55, 365.91) (369.01, 376.98) (391.74, 392.53) (392.82, 395.99) (396.97, 398.55) (399.91, 402.84) (405.9, 408.57) (409.86, 412.69) (413.31, 414.09)
